,title,rating,body,date,country
660,:),"1,0","I love it, i just wish it didn't read my messages on the screen. The app needs a bit of updating but i love it, good sound quality, super cute.",7 maart 2021,de Verenigde Staten
661,LOVE IT!,"5,0",The item is really cool. Love everything about it and the packaging is so neat.,6 maart 2021,de Verenigde Staten
662,Kleiner Kerl- Großes dahinter,"4,0","Super Teil für Retrofans: der Klang ist klasse,die App ist bis auf minimale Störungen vom Server auch toll und es gibt noch kleine Spiele wie Sake oder Tetris etc. Der Akku hält bei mir circa einen Ta",6 maart 2021,Duitsland
663,cool as novelty gift but not really practical or useful,"1,0",seemed really cool at first but problems popped up once initial charge died. Charging took hours and then stopped randomly and never fully topped up. Battery drain was also extremely bad. unless they ,3 maart 2021,het Verenigd Koninkrijk
664,Super cute,"4,0",,2 maart 2021,het Verenigd Koninkrijk
665,Cutest Awesomest Speaker Ever!,"5,0",Even the case it came in is squeal worthy! Love it!,1 maart 2021,de Verenigde Staten
666,Cute little speaker!,"5,0",This speaker is amazing! I use it to listen to my music while working on homework or cleaning my room. Also it comes with an app where you can customize designs which is pretty cool I think it’s worth,1 maart 2021,de Verenigde Staten
667,Best Birthday Gift,"5,0",My daughter LOVES this item! May have been her favorite birthday present to date.,26 februari 2021,de Verenigde Staten
668,Lovelly sound,"5,0",,26 februari 2021,het Verenigd Koninkrijk
669,Cutest Speaker,"5,0",The cutest little speaker! It makes me so happy!,25 februari 2021,de Verenigde Staten
670,Great sound quality!,"5,0",This speaker is absolutely adorable. But it’s not just cute the sound quality on it is great too.,25 februari 2021,de Verenigde Staten
671,SpeakerBox!,"5,0",Didn’t expect this to have good sound quality! I rarely write reviews until today I was bored so I’m writing reviews!! Amazing speaker and awesome pictures while playing music! Awesome gift I gave!,25 februari 2021,de Verenigde Staten
672,SO COOL!!!,"5,0","This thing is so cool and a great addition to anyone! First off, the speaker is great for the size. Second, you can play a good amount of games. Its super easy to use and customize pictures. Easy down",24 februari 2021,de Verenigde Staten
673,Je suis très satisfaite du produit.,"5,0","Je l'utilise pour l'heure, la musique, les jeux il est genial je l'adore.",24 februari 2021,Canada
674,Complemente perfecto,"5,0","La calidad del sonido es maravillosa, y los pixeles son adorables. Cuando estoy estudiando lo sincronizo con el móvil y así me avisa de las notificaciones pero no tengo que coger el móvil para ver qué",23 februari 2021,Spanje
675,KAWAII,"5,0",It's good sounds amazing. Theres even games!,22 februari 2021,de Verenigde Staten
676,So worth it,"5,0",LOVE this!,22 februari 2021,de Verenigde Staten
677,"So Cool, Buy It you wont regret it","5,0","Best gadget I have ever bought, aside from being an excellent Bluetooth speaker, designing your own pixel art is addictive. The phone app works great and build quality is quality.",22 februari 2021,het Verenigd Koninkrijk
678,Tolles teil,"5,0",Unsere 8 jaehrige hat sich riesig gefreut und liebt es neue pixelbilder zu entwerfen,22 februari 2021,Duitsland
679,terrific purchase!,"5,0",love this product! my only complaint is that there's very limited instructions. and no known way to factory reset the device. other than that it's phenomenal!,21 februari 2021,de Verenigde Staten
680,Cute personified,"5,0","I ❤️ this, it would make a great gift for someone, it's retro, it's functional and it's fun!",21 februari 2021,het Verenigd Koninkrijk
681,It’s a great product to buy!!,"5,0",,21 februari 2021,de Verenigde Staten
682,Quality + cuteness,"5,0",,19 februari 2021,het Verenigd Koninkrijk
683,This thing is delightful!,"5,0","I have been playing with this pretty much nonstop for days. It's adorable and fun, and it even came with stickers. I can play games, design and enjoy pixel art, and listen to music with this little ad",19 februari 2021,de Verenigde Staten
684,Did not get charger,"2,0","I got this speaker as a gift and there a missing items. I did not receive a charger, stickers, and guide book. My speaker is now on low battery so the volume is extremely low as well. I tried using my",19 februari 2021,de Verenigde Staten
685,Good product. Very cute.,"5,0",Edit: I didn’t charge the product correctly. Sorry to the maker.===========Original review:Do not buy this item. The battery fails to charge and it won't turn on at all. The customer support is nonexi,18 februari 2021,de Verenigde Staten
686,Good quality,"5,0",This has been a good buy. My kids really wanted this but I wasn’t’ sure if it was worth the price. I have to say it is solidly built and has great effects and sounds.,18 februari 2021,de Verenigde Staten
687,Precioso,"5,0",Vi este gadget y no tenia claro que era. Vi unos videos y decidí comprarlo. La verdad que ha sido una muy grata sorpresa. tiene muchas opciones de personalización y el mismo sistema va poniendo imágen,17 februari 2021,Spanje
688,A very expensive alarm clock,"3,0",This thing is really cute but extremely complicated to learn how to use. We watched so many youtube videos to learn of all its features etc. It ended up just being a permanent alarm clock. A very cute,17 februari 2021,de Verenigde Staten
689,Cute,"5,0",So cute i love it,17 februari 2021,het Verenigd Koninkrijk
690,Great,"5,0",Great,15 februari 2021,de Verenigde Staten
691,So cool and has tons of features!!!,"5,0",,15 februari 2021,Canada
692,High quality worth the money,"5,0",It's a high quality build it could be slightly more user-friendly The sound quality is decent but I didn't really buy this to use as a speaker,15 februari 2021,de Verenigde Staten
693,Good but missing items,"3,0","Good but missing items from box, no stickers, no cord and no instruction manual",14 februari 2021,het Verenigd Koninkrijk
694,Cute looking,"5,0",Very cute,14 februari 2021,Canada
695,Divoom,"5,0",Der divoom ditoo ist ein echt toller laustsprecher. Er wird täglich bei mir eingestzt und wird gerne auch bei spieleabenden genutzt,13 februari 2021,Duitsland
696,bluetooth connection and pixel art issues,"3,0",So I purchased this speaker about six months ago and I started having issues with the Bluetooth connection three months after I purchased because usually your phone keeps devices its been connected to,13 februari 2021,de Verenigde Staten
697,Aesthetically Pleasing,"4,0","It’s the first time I’ve bought this product and heard about the company. For using this for almost a month, I say I’m pleased with this. I mainly used it as decoration and a smart alarm clock. The ap",13 februari 2021,de Verenigde Staten
698,Our favorite bluetooth speaker in the house! SUPER cute too!,"5,0","This is our favorite little portable speaker! The sound is amazing and it is so colorful and cute! It is cheerful looking, and it feels sturdy when holding it. The buttons make a satisfying clicky cla",12 februari 2021,de Verenigde Staten
699,Super cute with powerful sound!,"5,0",,12 februari 2021,de Verenigde Staten
700,Great quality,"5,0",love speakers for my music and great designs to input,11 februari 2021,de Verenigde Staten
701,Great,"4,0",Cute little device. Sound is great and battery life. Love the pixel aspect adorable!,11 februari 2021,Canada
702,Bien,"5,0",Bien,8 februari 2021,Spanje
703,She put it away after a week,"5,0",Daughter loves it,8 februari 2021,de Verenigde Staten
704,great fun and great sound quality!,"5,0","I bought this for a friend but am thinking of buying one for myself. Great, fun little toy! :D",7 februari 2021,het Verenigd Koninkrijk
705,Worth it!,"5,0",This thing is so cute and definitely worth it! It has so many functions besides playing music i love it! And the sound quality for the music is amazing 👏,6 februari 2021,Canada
706,💮TAN CUTE💮,"5,0","Es algo pequeño, el audio y las funciones me encantaron es lo que esperaba está hermoso además de la presentación en la que viene es muy cute 💕",6 februari 2021,Mexico
707,"Get it, don’t hesitate","5,0","Oh my fricken god this little thing is amazing. Sound quality is great, it’s heavy, nice materials and is the cutest little unique thing I own. The 8 pixel screen really ties it all up. Don’t hesitate",5 februari 2021,de Verenigde Staten
708,Bravo c'est réussi,"4,0",Superbe enceinte. Pour ma fille de 15ans qui adore ce design et son côté ludique et très interactif.,4 februari 2021,Frankrijk
709,"""Best present ever""","5,0","""Best present ever"" and I quote my fussy 15yo daughter. She is delighted with the speaker. The sound quality is awesome and the customisability is almost endless. All in all a very good purchase.",3 februari 2021,het Verenigd Koninkrijk
710,tolles Deko with a Twist..,"5,0","Wer sparen möchte ist hier falsch.. Pixel Art braucht man nicht umbedingt und der Lautsprecher ist auch nicht ein Highlight..Ich wollte es eigentlich nur anschauen, aber ich hab mich verliebt. haha.. ",2 februari 2021,Duitsland
711,Clock feature did not sync,"1,0",Could not get the device to work as a clock. Would pair with the phone for other features but the clock would not sync. Sent it back.,1 februari 2021,de Verenigde Staten
712,Perfect.,"5,0",Really high quality product. Great sound and a beautiful thing all round.,1 februari 2021,het Verenigd Koninkrijk
713,Nice sound quality.,"5,0",Nice sound quality.,31 januari 2021,de Verenigde Staten
714,Surprisingly awesome!,"5,0","This is the coolest thing! My daughter asked for this for Christmas and I was so confused as to what this even was. But when she showed me, I thought- wow this is actually really cool! The sound is fa",30 januari 2021,de Verenigde Staten
715,cute,"5,0","Super cute, sound quality effect is very good, and can also play games",29 januari 2021,de Verenigde Staten
716,Highly Recommended,"5,0","I love this speaker so much! I was worried about sound distribution, but just having one is all I need. It came in such cute packaging, very well secured.It works great as a computer speaker, though k",28 januari 2021,de Verenigde Staten
717,Geniale Retro Box und absolut empfehlenswert!!!,"5,0",Die Box war ein Geschenk für die Tochter aber am liebsten würde ich sie selber behalten.Wir sind sehr begeistert...,27 januari 2021,Duitsland
718,Flawless Design,"5,0","This thing is amazing, all its features are insane to use, the case it came in is sick, the sound is great, everything about it is so good. I just wish they would bring back the app for it",27 januari 2021,de Verenigde Staten
719,Súper lindo,"5,0",Pues ya saben me deje llevar por MKT y la difusión es un buen regalo ... me lo regale a mi misma jeje y funciona bien es una buena bocina para aquello del home office y esta lindo,26 januari 2021,Mexico
720,Amazing little box✨💕,"5,0","For a small little speaker, the sound quality is amazing. I haven't charged mine in two/three weeks and it's still going strong!",25 januari 2021,de Verenigde Staten
721,Super,"5,0",Die Verpackung alleine ist schon sehr schick und das Gerät selbst ist super. Der Sound ist schön und die lichter auch.Ich liebe es!,25 januari 2021,Duitsland
